fab675d6803e189e724e5925b998544fc92fb33b	SKILL.md:34	NBSP after single-letter prepositions | в начале breakable | в\u00A0начале |
1d46d6893e63db2efbd7629828c136245084c9eb	SKILL.md:35	Ellipsis single character | | … |
9860ae9e0b3cfafefd3fa6b7de401fac8d3e6cd4	SKILL.md:36	Digit groups with thin spaces | 1000000 | 1 000 000 |
10c46ca9a9b0db732a639beceac9abce7aa8636c	SKILL.md:37	Decimal comma not dot | 314 | 314 |
2e271496bc447c3b9d50121023c596f1a8cb9f44	SKILL.md:38	Ordinal with hyphen | 1ый 2ой | 1-й 2-й |
3f243767b00b66cff78bc5e9aaf44f6e14103b40	SKILL.md:39	Numero sign | No 5 5 | № 5 |
7a67ead22b793f77c817b086c3d595379a0cdb3e	SKILL.md:40	Abbreviations with NBSP | тд те | т д т е |
47416324f5bafb0425cbcc864a27f580dc0ebd2f	SKILL.md:41	Ruble symbol after number | 1500 руб | 1 500 ₽ |
97eb635a1b1f91ed1c4cd679c89e4e49e1f3ec40	SKILL.md:43	Full typography reference referencestypographymd
4d5a967dd23d6d7b598930797ec9e0989b4c42d7	SKILL.md:45	ru-textru-score - text quality score 0-10 5 dimensions
7ba1cbfe55ddb5f1da299d1898752387a78c9d95	SKILL.md:47	Top Stop-Words remove or replace
4d852d1b72bf9624973f3ed4a46fec2a2f84aa1f	SKILL.md:51	является | - dash or restructure |
7e72ad3209afa0ef42d0d7928cdd189677510be0	SKILL.md:52	осуществлять | делать проводить |
94593cf0d1cccd3485b615bd0926c3aed24cbce5	SKILL.md:53	в настоящее время | сейчас |
7c6205eb92c029d0127f3ef9f9c3562beb147908	SKILL.md:54	данный | этот |
3d83dc830a55cb2a5e911b99bf785c63129462da	SKILL.md:55	определенный | name the specific thing |
34dcad9c11d66009b03ab0680c285adb2b0d05fb	SKILL.md:56	произвести оплату | оплатить |
3063dd235d8a67779bea3abaebbbe0e358d36c04	SKILL.md:57	высококачественный | name the specific quality |
51ef70432a9484c3d3f4e62b099f9fdf2f66a3a0	SKILL.md:58	был осуществлен | active voice actor |
7bd6db0460ce94760bbff44897cadd60783a1838	SKILL.md:59	на сегодняшний день | сегодня |
553e825333d5caa5510a7c301ba6b7c0d55d68c0	SKILL.md:60	в целях | чтобы |
bce95e57762048ba39d660b8930240767105f195	SKILL.md:62	Full stop-word catalog 92 entries referencesinfo-stylemd
debb7da3dbf85dd4f8886b3447f196f8bb9ef026	SKILL.md:64	When to Load Reference Files
eb8e08e44413cf5febf2b16096675e32f8a81268	SKILL.md:66	Reference files paths are relative to this SKILLmd referencesfilename
ab511c6967e16d8bafd5e520bb8d27ac2a6f015f	SKILL.md:67	If the path is not resolved search Globru-textreferencesscoringmd and use the parent directory
d10e2d3ba8ebd60760f9814db9e44ca460dd0110	SKILL.md:71	Writingediting articles blog posts SEO content | info-stylemd |
c8aa248a4a98396602896b30bb2177688c375374	SKILL.md:72	Interface text buttons errors hints microcopy | ux-writingmd |
0d78484ee53bcd2c45a43ec539114c6ff756515c	SKILL.md:73	Emails messenger business correspondence | business-writingmd |
ed5aad7d54212aa211662c6be0f73fea9cc1dc32	SKILL.md:74	Punctuation review comma placement | editorial-punctuationmd |
fd92ada1ceb912dd520cb79ee6fe8aeb882ecbd3	SKILL.md:75	Grammar capitalization agreement pleonasms | editorial-grammarmd |
cad5a7d5228eb549a359d46d84b15b4c869ec800	SKILL.md:76	Finding and fixing text problems diagnostics | anti-patternsmd |
b1ba33c78353e76b6547b3c87c88fb9d54555b15	SKILL.md:77	Text scoring quality assessment | scoringmd |
1a1a4acc6db895ea66d47e037b75168fa92b6f3a	SKILL.md:78	Credits source attribution | sourcesmd |
f4fb7d90f71e60e824f5797d4c68da5fe2d38c3d	SKILL.md:79	Experience-based rules dash overuse etc | addendamd |
d917ef26daf0549679803b87490d7dc5d86bcba3	SKILL.md:81	Quality Checklist
2503173dea94bc45f53acbc656a044914a2cafa2	SKILL.md:83	Before delivering Russian text
04ba70bf1e208fe0f4ceecb14d1447296de104db	SKILL.md:85	Quotes primary nested
7e8133a5ed3e22e915464459fbfaf071a7b8f9f2	SKILL.md:86	Dashes - in text - in ranges - only in compounds max 1-2 per paragraph
c51cffc64cf0fc9d15cbaea89083a1bfa822e5cb	SKILL.md:87	NBSP after в к с о у и а
540c80f4f3c9ab9699bd42920b2c98d9e539025a	SKILL.md:88	Ellipsis … single char
ff6aeb4e13fd68a9e1a7c856b5fe7a857c3cdf60	SKILL.md:89	Abbreviations т д т п with NBSP
16b2c71d53a3062f20a38b9d3ed35f8cbd0f9900	SKILL.md:90	No double spaces no space before punctuation
5ea2d81a89e0cdc89baf7cd1ff38cdfefa33ba78	gemini.yaml:1	interface
6e519fd7701c0f6106144b002f73cf1b6e95337b	gemini.yaml:2	displayname ru-text
ebb6dcae93c2eed6231bad511315e698d8d406e6	gemini.yaml:3	shortdescription Russian text quality - typography info-style editorial UX writing business correspondence and AI-text cleanup
5ea2d81a89e0cdc89baf7cd1ff38cdfefa33ba78	openai.yaml:1	interface
6e519fd7701c0f6106144b002f73cf1b6e95337b	openai.yaml:2	displayname ru-text
ebb6dcae93c2eed6231bad511315e698d8d406e6	openai.yaml:3	shortdescription Russian text quality - typography info-style editorial UX writing business correspondence and AI-text cleanup
9f00fad98badc1330e637a0a015d704113498420	openai.yaml:5	policy
ddeedb5b2a5841a1b763d05a216e0c4c7bb92b70	openai.yaml:6	allowimplicitinvocation true
eb6ab7de16b1ce236ac0c7df462c06e05b289d02	addenda.md:3	The rules below were added later from real editorial practice and were not part of the
e4c6902f47011e8b106539aeb57a6d286df013e4	addenda.md:4	plugin's initial rule set Like the rest of the plugin they are independently formulated the
34c746c4a3e0dd5e8b0ed8a9c0a6a5d872c00c55	addenda.md:5	sources in sourcesmd informed the work but no rule is taken or copied from them They are
ca6709fd0f8b32d62c350000ea6cdaa45cc60add	addenda.md:6	supported by academic references Kept separate for traceability initial rule set vs experiential
9913b746d0d886ea4561bc3a6590cff1b3837f73	addenda.md:7	additions
c62c6141053710be26a710e23c76a4a2f0fdfb50	addenda.md:22	Neuroslop index
33e697d72ac6c1a19c0ffdae1a0040292a3b5752	addenda.md:24	A compact catalogue of the recurring tells of AI-generated Russian prose each routed to the rule
4c97b4b1ecaa30f60ced34f453bfffd589381e3e	addenda.md:25	that is its canonical home These tells skew by training era and instruction-tuning style rather
227e7509a3ac7b60ac61d8ac93f04926fb0beea1	addenda.md:26	than by any single vendor a breakdown by specific model family is intentionally omitted as
af13de0fd7d0343bd4f1030819e1b320f74eed44	addenda.md:27	unverifiable and fast-dating
cd841eb3ea106ca1d840c0a79d569c40cab41ad4	addenda.md:31	Manufactured antithesis - не X а Y не просто X а Y with no antecedent | AD-6 |
a684189633a5d6d2ca751530d6884650676ff9e4	addenda.md:32	Preemptive virtue qualifier - без воды четко по делу коротко и ясно | AD-7 |
d1d2fbc40e8876dd05958ad2f92e0d5ddae7de99	addenda.md:33	Assistant-register meta-commentary - Отличный вопрос Надеюсь это помогло | AD-8 |
4b91e73cafe123695d7456c6f9c17cba5a3a0fa2	addenda.md:34	Hollow opener - давайте разберемся погрузимся важно понимать что | AD-9 |
dd36bc1120cc675a24d703ba683b83eb18da2182	addenda.md:35	Excessive em dashes - staccato dash rhythm | AD-1 |
7b50fb4b261fed27c218978a805f4ebfd4b3ba68	addenda.md:36	Throat-clearing stop-words - стоит отметить что нельзя не отметить | info-stylemd §B |
7c20cc9b59dc1cca1e55daaee46a00146cac0936	addenda.md:37	Empty universal preamble - в современном мире не секрет что | info-stylemd §B |
0c4df6c1357aea686bf3ac69488074938ca981dd	addenda.md:38	Unproven-claim adjectives - качественный надежный эффективный | info-stylemd §B |
3b3f56aa92346e90d4b7a244bfbaaf7f944754df	addenda.md:39	Generic conclusion - таким образом подводя итог | anti-patternsmd |
16513cc8a21d7f583230242e5dc973d14543d466	addenda.md:40	Artificial liveliness - exclamation stacks and emoji as a substitute for detail | info-stylemd §F |
b682846ff3efe226d74aa13139ade98ffeeba978	addenda.md:44	Excessive em dashes избыточные тире
f20f3db668efa207861c674fbf5ba5224cd91ac9	addenda.md:46	Problem multiple em dashes in a paragraph create choppy rhythm monotony and an affected mannered tone
2eb56be3c2d93cdab0c52e677e3167dfddb30ac5	addenda.md:48	Sources
0888c8f41016dedcb68f60ba96d03d4a4e2bb6cf	addenda.md:49	Chekhov cautioned against overusing italics and dashes treating the habit as mannered lettersnotebooks
d685bfba7b4ea7c2a9f24fcfef550b7b7eae3231	addenda.md:50	Rozental Практическая стилистика dashes should serve clear semantic function not be default punctuation
b238ce520e48d0d06205f4a19b3fec420654fb2c	addenda.md:51	Gramotaru some writers abuse dashes the 1956 Rules of Russian Orthography note both extremes
adb83b5e93999df94b7bec0048888444f3a68cdc	addenda.md:52	Gorky Dostoevsky used excessive dashes as INTENTIONAL literary device - not a model for non-literary prose
bd563d83a7db58f535d831a2c7f8a353a5c1e25c	addenda.md:53	MilchinCheltsova restraint in editorial formatting
bb11a8e3f8712e36e7cd9d1c615a4e3dbb03336a	addenda.md:55	Rules
4d9c771a87f092c5e0e95bc632e0804bc94e8dae	addenda.md:57	Limit to 1-2 em dashes per paragraph in non-literary prose Three or more is a signal to restructure
05243b3c57444f5498000b2a935847c4b27ba2ac	addenda.md:59	Never use em dashes as default punctuation when a more precise mark exists
c41af5e03fb78d9ac0446cba3cce188124c3f6d8	addenda.md:60	Explanationenumeration → colon
b3ce5d01279584d5c6552198d8ac70682ec6a7a5	addenda.md:61	Stronger pause between independent clauses → semicolon
541eb25b8a6e460bf0949d8a05c4bf3cca1e3bec	addenda.md:62	Asideclarification → parentheses
2cb1acade82ae92bfb641602f1979fb61a4ef493	addenda.md:63	Complex sentence → restructure into two sentences
80641894d0ded3a7024f9ad216f0ed69e0e8ee10	addenda.md:65	Consecutive sentences with em dashes monotonous pattern Vary punctuation across sentences
36b838f789eef83f2a32ee95106e95c8a8859b6d	addenda.md:67	Dash between subject and predicate тире между подлежащим и сказуемым is often skippable in conversational register - Rozental notes it's usually NOT placed in simple conversational-style sentences
69012da234d79515da6ed44c4bd614bd39a8edb3	addenda.md:69	Test for mannered tone манерность read aloud If dashes create a staccato rhythm that feels artificial replace some with other constructions
8cc01e206f12fd92098331db8194fd64cc8fa2b3	addenda.md:71	Replacement strategies
e09985c9c99d98290f07bd04d694c7d126a40064	addenda.md:75	Москва - столица России | Москва столица России … | Appositive not emphasis |
5088c3513f71251ad2e21e71d2352802abcf2bd1	addenda.md:76	Это - важно | Это важно | No emphasis needed conversational |
2c582386d4095d777c3b4bb83303589274e06733	addenda.md:77	Он пришел - и замолчал | Он пришел и замолчал | No dramatic pause needed |
241e697dd64701214cbe52ce4986debd169eb749	addenda.md:78	Результат - рост продаж | Результат рост продаж | Explanation follows |
fb56310278a7e4cc4c67029fbffe23fea6da197a	addenda.md:79	Все готово - можно начинать | Все готово можно начинать | Two independent clauses |
40af74d5e9e24bb2e5668c1b14abacd573b5d946	addenda.md:80	Скилл - набор правил - помогает | Скилл набор правил помогает | Aside not emphasis |
5e404c474dd592371c8a3e767974f63e5bfbae49	addenda.md:84	Excessive parcellation избыточная парцелляция
e2d17abaef2d3495022951918df153d6ab3ee6db	addenda.md:86	Problem splitting a single clause into several independent fragments for dramatic effect produces a choppy affected rhythm typical of online copywriting Parcellation is a legitimate stylistic device Розенталь Справочник ГЛАВА L - the issue is overuse in registers where it does not fit
2eb56be3c2d93cdab0c52e677e3167dfddb30ac5	addenda.md:88	Sources
21eb4a467001bc81f0168de538fd76426d650452	addenda.md:89	Розенталь Д Э Справочник по правописанию и стилистике ГЛАВА L - parcellation as a stylistic figure of expressive syntax
1be905a79eca5c311ea15985829ef006f11c8c28	addenda.md:90	info-stylemd section D sentences should be compact but carry full meaning parcellation is неуместна in info-style
b8235517415ae9503b63743a6c0078ecb40014d4	addenda.md:91	See also AD-1 analogous staccato-rhythm diagnosis for em dashes
bb11a8e3f8712e36e7cd9d1c615a4e3dbb03336a	addenda.md:93	Rules
bff53b21e502aa0950407a5046f7f399fc9dd835	addenda.md:95	In informational UX and business-writing registers merge parcellated fragments back into a single clause with appropriate conjunctions or punctuation
3a7e8f5090a2ca3bf76aa324bf1d0981b3ca96c6	addenda.md:97	In publicism 1-2 parcellated constructions per article are acceptable as a rhythmic device more signals overuse
787ab8d11abdd03fc5bbd968001a270f4b8e75b7	addenda.md:99	In literaryartistic prose parcellation is a legitimate author's device and is not penalized
c4a0d0c517936b315f72ce55118ef2d87f0a649b	addenda.md:101	Diagnostic test read aloud If several consecutive sentences are subject-less fragments or single-phrase rebuttals the rhythm is staccato and likely excessive
72bbb8807bd9b37fbad197a11edb44f2ba5d7e97	addenda.md:103	Examples info-style UX business context
98000ffe3e07aac513fdab56d3c432f963520729	addenda.md:107	Не шум и не артефакт Воспроизводимый механизм | И это не шум или артефакт а воспроизводимый механизм |
55678b4e697f98b23bca73a66cc5c2ef3cb5e0c3	addenda.md:108	Не потому что злой умысел А потому что невозможно | …не из-за злого умысла а потому что это невозможно |
0105a54c37791df9403937b137c866ebacc4507d	addenda.md:109	Расскажу последовательно доступно без воды | Постараюсь объяснить доступным языком |
ad8c5bd977e6883b6bb0f809778189c71e56d668	addenda.md:110	Это было не случайно Это было продумано Каждое слово | Это было не случайно - каждое слово продумано |
8e9cc7e537a76798fa7fdeb7a36a74aa778c9c00	addenda.md:112	Severity Low Secondary signal in the С - Structure dimension supporting Ч - Clarity Cannot trigger non-compensatory caps alone
39abbf89f2b0bdfa5fadc9af6082fd838d2ebbec	addenda.md:114	Acknowledged proposed by V8-Software in issue 9 2026-04-16
d05e383e11bb0ac2327d613cb6cea04ebf186864	addenda.md:118	Patronizing explanation разжевывание очевидного
e845b4b9fcac8fc236024d37a8e39d3523fd9eb0	addenda.md:120	Problem explaining what the context has already conveyed treats the reader as unable to make simple inferences Over-explanation lowers pace lowers trust and adds words without information
bba522f55f7663fdc362116317cdc3d5ba2ad82f	addenda.md:122	Not to be confused with примитивизация as used in info-stylemd section A point 2 Сокращение - забота о читателе не примитивизация There примитивизация means oversimplification at the cost of meaning eg removing necessary qualifiers This rule concerns the opposite failure redundant explanation of what the sentence has already conveyed Both rules defend reader intelligence - from different directions
2eb56be3c2d93cdab0c52e677e3167dfddb30ac5	addenda.md:124	Sources
7798453374b719b16429b60f05c24077b131ccc4	addenda.md:125	Editorial practice around respect the reader's intelligence cf N Gal Ilyakhov
8ec5a9f30eb6dc539f2460b50cdf9871353573bd	addenda.md:126	Over-explaining in writing liminalpagescom writingcodidactcomposts75048
43adaaea09cdabf10d451e19751f8aa79830847f	addenda.md:127	info-stylemd section A point 2 - companion principle against the opposite failure
bb11a8e3f8712e36e7cd9d1c615a4e3dbb03336a	addenda.md:129	Rules
a749b9f49f6b0e64194a2e53d0659352c3aba280	addenda.md:131	If a sentence already conveys a fact do not immediately re-state it in a simpler metaphor or reformulation
d635a101b8e471bd5a3f5041b86a15050a11750e	addenda.md:133	Numeric comparisons that are self-evident to the reader do not need verbal paraphrase
0f1319a2df597e3a51e4cb8123c1ce960c559aed	addenda.md:135	Qualifiers like то есть другими словами проще говоря are warning signs - verify that the following clause actually adds information not just rewords the preceding one
eb01bf04c9a0e8a71c45816513df424f1c7ffedb	addenda.md:137	Examples
87d39d164ed3563ae36c51b9f40831b7fcfc800b	addenda.md:141	Конверсия выросла с 2 до 8 то есть стала в четыре раза больше | Конверсия выросла с 2 до 8 |
81ae2a733e8221a16d5a752fff91f021ceaa35f1	addenda.md:142	Мы сократили расходы на 30 - это почти треть бюджета | Мы сократили расходы на 30 |
12548f09b0b41875256d0b8c0cf8824238877d4d	addenda.md:143	Пользователи тратят 12 минут другими словами больше десяти | Пользователи тратят 12 минут |
23186fb4058a97bdc77591da130e921e98a5e28d	addenda.md:145	Severity Low Secondary signal in the Ч - Clarity dimension Cannot trigger non-compensatory caps alone
9573e3839511db7ba84e9380a08e63e02afbaf02	addenda.md:147	Acknowledged proposed by V8-Software in issue 9 2026-04-16 as Примитивизация renamed to avoid terminological collision with info-stylemd A2
3ff52c446bcebcf5ff989e19f73e5d0dc93729a9	addenda.md:151	Unprovoked rebuttal возражение без предпосылок
c4cfc5a40817ead3f0a9e47d145e1a7c627df75c	addenda.md:153	Problem constructions like а это уже… но на самом деле… однако в реальности… presuppose a prior claim that the writer is now refuting When no such claim exists in the preceding text the rebuttal invents an imaginary opponent and creates a non-existent conflict cf straw man non-sequitur
2eb56be3c2d93cdab0c52e677e3167dfddb30ac5	addenda.md:155	Sources
40bb2a0d08d9465e6a99812a6250d57dad94d341	addenda.md:156	Straw-man fallacy and non-sequitur Grammarly Scribbr Excelsior Online Writing Lab
b06f095b01083e1ed1909fd1a54e46d9bd187ac3	addenda.md:157	The rhetorical idea that a speaker argues against an opponent who may be real or imagined HSE Риторика nnovhseru
266a15f9267f4f7b4d17accb048de1fff93995a0	addenda.md:159	Trigger constructions
8748c626e406692d4ff3437914715b59501e6d05	addenda.md:161	а это уже нечто важноесерьезное
f88761fb29cce51c72535e10190c96e8e8921df6	addenda.md:162	но на самом деле… на самом-то деле…
fb5c7d7105f1df007d38e9b16614e2183258373b	addenda.md:163	однако в реальности… однако на практике…
f5f7ec6f9326033bc717f1de98e26af879291a3f	addenda.md:164	но при этом нужно понимать что…
912616773487d53178970739e86eba67b98c3f4b	addenda.md:165	только вот…
bb11a8e3f8712e36e7cd9d1c615a4e3dbb03336a	addenda.md:167	Rules
9af73d20334da7e5b2fcfdd4fe6898181f07a03e	addenda.md:169	Before any adversative construction verify that the preceding text within the same section or 1-2 paragraphs back contains a claim that is actually being rebutted
dec2928e967629bf12607229ac4b26ba85e0c794	addenda.md:171	If no antecedent exists rewrite as a direct positive statement - remove the pseudo-rebuttal scaffolding
18d09e73a2c04d5aa5fd94853f9acbd3405d150c	addenda.md:173	Legitimate use rebutting a cited source an earlier paragraph of the same text or a reader expectation that the context makes explicit
eb01bf04c9a0e8a71c45816513df424f1c7ffedb	addenda.md:175	Examples
ad2e7fa80f70e2ba240a9b9e1b718823a0d7879f	addenda.md:179	…а это уже реальный сценарий в котором модели постоянно обучают друг друга | …данных которыми модели постоянно обучают друг друга |
1db71c15b0ff65ad18793c4208a9a09a2eb654c7	addenda.md:180	Но на самом деле алгоритм обрабатывает 10 000 запросов в секунду | Алгоритм обрабатывает 10 000 запросов в секунду |
048e25535063dee910fd058f572547f6b25d9e10	addenda.md:181	Однако в реальности пользователь открывает приложение раз в день | Пользователь открывает приложение раз в день |
8e9cc7e537a76798fa7fdeb7a36a74aa778c9c00	addenda.md:183	Severity Low Secondary signal in the С - Structure dimension supporting Ч - Clarity Cannot trigger non-compensatory caps alone
39abbf89f2b0bdfa5fadc9af6082fd838d2ebbec	addenda.md:185	Acknowledged proposed by V8-Software in issue 9 2026-04-16
7904f2850ab351de4c28d812ad66c10af81728b1	addenda.md:189	Subject-predicate semantic mismatch семантическое несоответствие субъекта и предиката
190306d65e358a13b9944bbd06ee3c55bdfa818b	addenda.md:191	Problem using a predicate whose semantics imply volition consciousness resistance or goal-directed intent applied to a subject that has none of these A narrow subset of the broader phenomenon of lexical-semantic compatibility лексическая сочетаемость семантическая валентность - Текстологияру studmeorg
0ff6dfadcb0ec45fcb7b77a29df8fc8bb0c3ccb4	addenda.md:193	Scope restriction important this rule targets only cases where the mismatch creates a false implication of will consciousness resistance or intent It does not condemn technical or mathematical personification that has become normative terminology
2eb56be3c2d93cdab0c52e677e3167dfddb30ac5	addenda.md:195	Sources
e451d1d63a6e268f3a585c8f4239062847ff1d15	addenda.md:196	Лексическая сочетаемость и семантическая валентность Текстологияру studmeorg43201 scihouserusskiy-yazyik
d2c1850470f1c9485105d19abd8404b530f5817f	addenda.md:197	Antropomorphism as a recognized cognitivelinguistic phenomenon Большая Российская Энциклопедия article Антропоморфизм
bb11a8e3f8712e36e7cd9d1c615a4e3dbb03336a	addenda.md:199	Rules
7fd46b0123e46af8004f46fd981b6c52433eab94	addenda.md:201	Do not use verbs implying conscious will resistance or goal-seeking for subjects that lack them abstract entities software without an agent inanimate processes in non-technical prose
f0b3cd9838b3950005cec7c473cfad0c62764478	addenda.md:203	Exception - normative technical terminology In mathematical algorithmic ML and general technical writing the following are legitimate and do not trigger this rule
3a8a54c3d1957fba03d5f79c1cfcb699cff59501	addenda.md:205	сходимость алгоритма последовательность сходится
f340e37c82badb63c1ada1d6e85b6b5ebe8af9b4	addenda.md:206	алгоритм стремится к оптимуму к пределу mathematical limit sense
8b6c03610f2d078281dd6072e7a8f3931004f1fa	addenda.md:207	модель обучается сеть обучается
24414c33223878416a7bb359d3a6cf73be9cbc2c	addenda.md:208	программа система принимает решение
fda82122e664df6615bbbbb414e8da5f3b8d1430	addenda.md:209	память компьютера ответ системы запрос пользователя
c28f9896de4de35bc312ff2dcb3862d9f6af82cf	addenda.md:211	Rule of thumb if a domain textbook uses the construction it is terminology not anthropomorphism
a7faff903c0d1130d7bc923a2f4570bebe32c3aa	addenda.md:213	Apply the diagnostic would a reader infer conscious will or resistance from the predicate If yes and the subject lacks these properties rewrite If the predicate is a technical term or a well-established metaphor already catalogued in domain usage leave it
eb01bf04c9a0e8a71c45816513df424f1c7ffedb	addenda.md:215	Examples
33fb52ae194c19d79f1f9493bbf01ff09835c126	addenda.md:219	Модель заставили генерировать числа | Модели дали задачу генерировать числа | заставить presupposes will to resist |
c35a53052ca690326ef7b998d025fc5308f99426	addenda.md:220	Программа не хочет сохранять файл | Программа не может сохранить файл отказывается сохранять файл | хотеть implies conscious desire |
7282ec9f53f3bd6d73bf215ea157e22fbc08f829	addenda.md:221	Модель осознала ошибку и исправилась | Модель выдала ошибку и на следующей итерации - корректный результат | осознание implies reflective consciousness |
4970a572d3191d4a9c99c256f1bd1f5ed2e90638	addenda.md:223	Counter-examples do NOT flag
118b0e698b5d6b456b1b2112a2b49d78ae6531ab	addenda.md:227	Алгоритм стремится к оптимуму | Standard optimization terminology mathematical limit sense |
75a3d38e5a43831ac3ae18990599f96d675d0433	addenda.md:228	Градиентный спуск сходится к локальному минимуму | Standard calculusoptimization term |
52a2eacbe0ff6b996c5cba6d1904bcc901c2663e	addenda.md:229	Машина решает задачу за 3 секунды | Established technical usage - in technical writing such anthropomorphic terms rest on an objective similarity rather than literal animacy cf БРЭ Антропоморфизм |
b51dc537731373ca61418bc7e1024f1aa0dd5931	addenda.md:230	Сеть обучается на 10 000 примеров | Standard ML terminology |
42463f8a7288cd8f655ca3355ae4d6d1193b8283	addenda.md:232	Severity Low Secondary signal in the Ч - Clarity dimension supporting Г - Grammar with explicit technical-context exception Cannot trigger non-compensatory caps alone
37443d72dbe4746a7fd43b436b177de73c8e957d	addenda.md:234	Acknowledged proposed by V8-Software in issue 9 2026-04-16 with the example Алгоритм стремится → Алгоритм становится That example is preserved here as a counter-example illustrating the exception boundary per deep-research review of mathematical and ML usage norms
d1b773db835d53f2de0f68ee9a00356a3166bcae	addenda.md:239	Manufactured antithesis ложная антитеза
4b7265b4710cab8522c8af81ee590b32e40086c6	addenda.md:241	Problem a symmetric contrastive-negation pair - не X а Y это не X это Y X - это не Y Это Z не про X а про Y не потому что X а потому что Y не там где X а там где Y - where the negated pole X was never voiced in the preceding text and is not a reader expectation the context made explicit The pair invents a rejected pole only to throw the true pole Y into relief manufacturing rhetorical tension and arguing against an opponent who never spoke It is one of the strongest machine-generation tells in Russian prose in measured corpora it appears far more densely in generated text than in live human writing where the natural device is the opposite asymmetric self-correction вернее… то есть… не то чтобы X но Y that refines what was just said AD-6 targets the manufactured symmetric replacement the asymmetric refinement is always allowed
2eb56be3c2d93cdab0c52e677e3167dfddb30ac5	addenda.md:243	Sources
759c7401c8d9cd4460e1d91266426bc32d4a7ce6	addenda.md:244	Antithesis as a rhetorical figure and the cost of its hollow imitation editorial practice informed by Розенталь Практическая стилистика on противопоставление
ac31fdad40c2c213dfd957614c9b9c9ae187d286	addenda.md:245	Distinct from AD-4 AD-4 is a one-sided rebuttal of an unvoiced claim AD-6 is a two-pole symmetric fork
a6c5c9d6b24e461218cc944f10a1243779805d28	addenda.md:246	Independently formulated from corpus analysis of AI-generated Russian prose
266a15f9267f4f7b4d17accb048de1fff93995a0	addenda.md:248	Trigger constructions
12fbd9b120b4a696b42b902f1cfead431e974e73	addenda.md:250	не X а Y X а не Y - X has no antecedent within the preceding 1-2 paragraphs
46b3a0e51dcdd7550aaf3ff2e26617af2da5c769	addenda.md:251	это не … это … X - это не Y Это Z - two equiweight definitions of one subject often split by a period
c0d0d60852a0d76191cc2fd8f191cfac4ef22572	addenda.md:252	не про X а про Y дело не в X а в Y вопрос не в X а в Y суть не в X а в Y - the topic swapped through a phantom rejected topic
f067cbaeb1acf0ef0d179844606172600306946d	addenda.md:253	не просто X а Y - the hype escalation flag on the AD-61 test especially when Y is itself inflated целый настоящий полноценный Hype in Y is a signal not a standalone trigger
fb9dce2f5b734b82aef7392a8e22181137578af5	addenda.md:254	не потому что X а потому что Y - a cause X that no one supposed
5cfe7e3577751e9d3e486b01b812e23da0c6abae	addenda.md:255	не там где X а там где Y - a locative pseudo-antithesis with no premise
e78f138b1402e9a114bc4d69d1eadfdeef7fc818	addenda.md:256	не паранойя и не все видят - a pre-emptive string negating labels nobody put forward
52042ba7d26e9d3a5adc056b9d7579a258e031ec	addenda.md:257	a cluster of two or more such pairs within 150 words - density is the strongest signal
